time,channel,rom_request_address,table,payload_index,response_source,response_byte,consume_byte,jt_output,oracle_byte,response_match,consume_match
0.017824000,5,0x40C1F,hit0,0x00002,DDR,0x8F,0x8F,1890,0x8F,1,1
0.017856000,1,0x43BFB,hit3,0x02D1E,DDR,0x8B,0x8B,869,0x8B,1,1
0.017856000,3,0x429B7,hit1,0x01CEF,DDR,0x70,0x70,0,0x70,1,1
0.017856000,5,0x40C20,hit0,0x00003,DDR,0x79,0x79,-882,0x79,1,1
0.017888000,1,0x43BFB,hit3,0x02D1E,DDR,0x8B,0x8B,869,0x8B,1,1
0.017888000,3,0x429B7,hit1,0x01CEF,DDR,0x70,0x70,0,0x70,1,1
0.017888000,5,0x40C20,hit0,0x00003,DDR,0x79,0x79,-882,0x79,1,1
0.017920000,1,0x43BFC,hit3,0x02D1F,DDR,0x6F,0x6F,-1343,0x6F,1,1
0.017920000,3,0x429B8,hit1,0x01CF0,DDR,0x65,0x65,0,0x65,1,1
0.017920000,5,0x40C21,hit0,0x00004,DDR,0x83,0x83,378,0x83,1,1
0.017952000,1,0x43BFD,hit3,0x02D20,DDR,0x81,0x81,79,0x81,1,1
0.017952000,3,0x429B8,hit1,0x01CF0,DDR,0x65,0x65,0,0x65,1,1
0.017952000,5,0x40C21,hit0,0x00004,DDR,0x83,0x83,378,0x83,1,1
0.017984000,1,0x43BFD,hit3,0x02D20,DDR,0x81,0x81,79,0x81,1,1
0.017984000,3,0x429B9,hit1,0x01CF1,DDR,0x5F,0x5F,0,0x5F,1,1
0.017984000,5,0x40C22,hit0,0x00005,DDR,0x97,0x97,2898,0x97,1,1
0.018016000,1,0x43BFE,hit3,0x02D21,DDR,0x95,0x95,1659,0x95,1,1
0.018016000,3,0x429B9,hit1,0x01CF1,DDR,0x5F,0x5F,0,0x5F,1,1
0.018016000,5,0x40C22,hit0,0x00005,DDR,0x97,0x97,2898,0x97,1,1
0.018048000,1,0x43BFE,hit3,0x02D21,DDR,0x95,0x95,1659,0x95,1,1
0.018048000,3,0x429BA,hit1,0x01CF2,DDR,0x61,0x61,0,0x61,1,1
0.018048000,5,0x40C23,hit0,0x00006,DDR,0x63,0x63,-3654,0x63,1,1
0.018080000,1,0x43BFF,hit3,0x02D22,DDR,0x7B,0x7B,-395,0x7B,1,1
0.018080000,3,0x429BA,hit1,0x01CF2,DDR,0x61,0x61,0,0x61,1,1
0.018080000,5,0x40C23,hit0,0x00006,DDR,0x63,0x63,-3654,0x63,1,1
0.018112000,1,0x43BFF,hit3,0x02D22,DDR,0x7B,0x7B,-395,0x7B,1,1
0.018112000,3,0x429BB,hit1,0x01CF3,DDR,0x6B,0x6B,0,0x6B,1,1
0.018112000,5,0x40C24,hit0,0x00007,DDR,0x8F,0x8F,1890,0x8F,1,1
0.018144000,1,0x43C00,hit3,0x02D23,DDR,0x71,0x71,-1185,0x71,1,1
0.018144000,3,0x429BC,hit1,0x01CF4,DDR,0x6B,0x6B,0,0x6B,1,1
0.018144000,5,0x40C24,hit0,0x00007,DDR,0x8F,0x8F,1890,0x8F,1,1
0.018176000,1,0x43C01,hit3,0x02D24,DDR,0x8F,0x8F,1185,0x8F,1,1
0.018176000,3,0x429BC,hit1,0x01CF4,DDR,0x6B,0x6B,0,0x6B,1,1
0.018176000,5,0x40C24,hit0,0x00007,DDR,0x8F,0x8F,1890,0x8F,1,1
0.018208000,1,0x43C01,hit3,0x02D24,DDR,0x8F,0x8F,1185,0x8F,1,1
0.018208000,3,0x429BD,hit1,0x01CF5,DDR,0x6B,0x6B,0,0x6B,1,1
0.018208000,5,0x40C25,hit0,0x00008,DDR,0x92,0x92,2268,0x92,1,1
0.018240000,1,0x43C02,hit3,0x02D25,DDR,0x8F,0x8F,1185,0x8F,1,1
0.018240000,3,0x429BD,hit1,0x01CF5,DDR,0x6B,0x6B,0,0x6B,1,1
0.018240000,5,0x40C25,hit0,0x00008,DDR,0x92,0x92,2268,0x92,1,1
0.018272000,1,0x43C02,hit3,0x02D25,DDR,0x8F,0x8F,1185,0x8F,1,1
0.018272000,3,0x429BE,hit1,0x01CF6,DDR,0x68,0x68,0,0x68,1,1
0.018272000,5,0x40C26,hit0,0x00009,DDR,0x9E,0x9E,3780,0x9E,1,1
0.018304000,1,0x43C03,hit3,0x02D26,DDR,0x6B,0x6B,-1659,0x6B,1,1
0.018304000,3,0x429BE,hit1,0x01CF6,DDR,0x68,0x68,0,0x68,1,1
0.018304000,5,0x40C26,hit0,0x00009,DDR,0x9E,0x9E,3780,0x9E,1,1
0.018336000,1,0x43C03,hit3,0x02D26,DDR,0x6B,0x6B,-1659,0x6B,1,1
0.018336000,3,0x429BF,hit1,0x01CF7,DDR,0x73,0x73,0,0x73,1,1
0.018336000,5,0x40C27,hit0,0x0000A,DDR,0x6D,0x6D,-2394,0x6D,1,1
0.018368000,1,0x43C04,hit3,0x02D27,DDR,0x91,0x91,1343,0x91,1,1
0.018368000,3,0x429BF,hit1,0x01CF7,DDR,0x73,0x73,0,0x73,1,1
0.018368000,5,0x40C27,hit0,0x0000A,DDR,0x6D,0x6D,-2394,0x6D,1,1
0.018400000,1,0x43C04,hit3,0x02D27,DDR,0x91,0x91,1343,0x91,1,1
0.018400000,3,0x429C0,hit1,0x01CF8,DDR,0x71,0x71,0,0x71,1,1
0.018400000,5,0x40C28,hit0,0x0000B,DDR,0x7C,0x7C,-504,0x7C,1,1
0.018432000,1,0x43C05,hit3,0x02D28,DDR,0x8B,0x8B,869,0x8B,1,1
0.018432000,3,0x429C0,hit1,0x01CF8,DDR,0x71,0x71,0,0x71,1,1
0.018432000,5,0x40C28,hit0,0x0000B,DDR,0x7C,0x7C,-504,0x7C,1,1
0.018464000,1,0x43C06,hit3,0x02D29,DDR,0x7A,0x7A,-474,0x7A,1,1
0.018464000,3,0x429C1,hit1,0x01CF9,DDR,0x67,0x67,0,0x67,1,1
0.018464000,5,0x40C29,hit0,0x0000C,DDR,0x49,0x49,-6930,0x49,1,1
0.018496000,1,0x43C06,hit3,0x02D29,DDR,0x7A,0x7A,-474,0x7A,1,1
0.018496000,3,0x429C1,hit1,0x01CF9,DDR,0x67,0x67,0,0x67,1,1
0.018496000,5,0x40C29,hit0,0x0000C,DDR,0x49,0x49,-6930,0x49,1,1
0.018528000,1,0x43C07,hit3,0x02D2A,DDR,0x7D,0x7D,-237,0x7D,1,1
0.018528000,3,0x429C2,hit1,0x01CFA,DDR,0x6E,0x6E,0,0x6E,1,1
0.018528000,5,0x40C2A,hit0,0x0000D,DDR,0xE3,0xE3,12474,0xE3,1,1
0.018560000,1,0x43C07,hit3,0x02D2A,DDR,0x7D,0x7D,-237,0x7D,1,1
0.018560000,3,0x429C2,hit1,0x01CFA,DDR,0x6E,0x6E,0,0x6E,1,1
0.018560000,5,0x40C2A,hit0,0x0000D,DDR,0xE3,0xE3,12474,0xE3,1,1
0.018592000,1,0x43C08,hit3,0x02D2B,DDR,0x8E,0x8E,1106,0x8E,1,1
0.018592000,3,0x429C3,hit1,0x01CFB,DDR,0x70,0x70,0,0x70,1,1
0.018592000,5,0x40C2B,hit0,0x0000E,DDR,0x67,0x67,-3150,0x67,1,1
0.018624000,1,0x43C08,hit3,0x02D2B,DDR,0x8E,0x8E,1106,0x8E,1,1
0.018624000,3,0x429C3,hit1,0x01CFB,DDR,0x70,0x70,0,0x70,1,1
0.018624000,5,0x40C2B,hit0,0x0000E,DDR,0x67,0x67,-3150,0x67,1,1
0.018656000,1,0x43C09,hit3,0x02D2C,DDR,0x84,0x84,316,0x84,1,1
0.018656000,3,0x429C4,hit1,0x01CFC,DDR,0x6A,0x6A,0,0x6A,1,1
0.018656000,5,0x40C2C,hit0,0x0000F,DDR,0x98,0x98,3024,0x98,1,1
0.018688000,1,0x43C0A,hit3,0x02D2D,DDR,0x79,0x79,-553,0x79,1,1
0.018688000,3,0x429C4,hit1,0x01CFC,DDR,0x6A,0x6A,0,0x6A,1,1
0.018688000,5,0x40C2C,hit0,0x0000F,DDR,0x98,0x98,3024,0x98,1,1
0.018720000,1,0x43C0A,hit3,0x02D2D,DDR,0x79,0x79,-553,0x79,1,1
0.018720000,3,0x429C5,hit1,0x01CFD,DDR,0x5D,0x5D,0,0x5D,1,1
0.018720000,5,0x40C2C,hit0,0x0000F,DDR,0x98,0x98,3024,0x98,1,1
0.018752000,1,0x43C0B,hit3,0x02D2E,DDR,0x79,0x79,-553,0x79,1,1
0.018752000,3,0x429C5,hit1,0x01CFD,DDR,0x5D,0x5D,0,0x5D,1,1
0.018752000,5,0x40C2D,hit0,0x00010,DDR,0x59,0x59,-4914,0x59,1,1
0.018784000,1,0x43C0B,hit3,0x02D2E,DDR,0x79,0x79,-553,0x79,1,1
0.018784000,3,0x429C6,hit1,0x01CFE,DDR,0x6D,0x6D,0,0x6D,1,1
0.018784000,5,0x40C2D,hit0,0x00010,DDR,0x59,0x59,-4914,0x59,1,1
0.018816000,1,0x43C0C,hit3,0x02D2F,DDR,0x82,0x82,158,0x82,1,1
0.018816000,3,0x429C6,hit1,0x01CFE,DDR,0x6D,0x6D,0,0x6D,1,1
0.018816000,5,0x40C2E,hit0,0x00011,DDR,0x04,0x04,-15624,0x04,1,1
0.018848000,1,0x43C0C,hit3,0x02D2F,DDR,0x82,0x82,158,0x82,1,1
0.018848000,3,0x429C7,hit1,0x01CFF,DDR,0x6B,0x6B,0,0x6B,1,1
0.018848000,5,0x40C2E,hit0,0x00011,DDR,0x04,0x04,-15624,0x04,1,1
0.018880000,1,0x43C0D,hit3,0x02D30,DDR,0x8B,0x8B,869,0x8B,1,1
0.018880000,3,0x429C7,hit1,0x01CFF,DDR,0x6B,0x6B,0,0x6B,1,1
0.018880000,5,0x40C2F,hit0,0x00012,DDR,0xBC,0xBC,7560,0xBC,1,1
0.018912000,1,0x43C0D,hit3,0x02D30,DDR,0x8B,0x8B,869,0x8B,1,1
0.018912000,3,0x429C8,hit1,0x01D00,DDR,0x56,0x56,0,0x56,1,1
0.018912000,5,0x40C2F,hit0,0x00012,DDR,0xBC,0xBC,7560,0xBC,1,1
0.018944000,1,0x43C0E,hit3,0x02D31,DDR,0x7D,0x7D,-237,0x7D,1,1
0.018944000,3,0x429C8,hit1,0x01D00,DDR,0x56,0x56,0,0x56,1,1
0.018944000,5,0x40C30,hit0,0x00013,DDR,0xDF,0xDF,11970,0xDF,1,1
0.018976000,1,0x43C0F,hit3,0x02D32,DDR,0x82,0x82,158,0x82,1,1
0.018976000,3,0x429C9,hit1,0x01D01,DDR,0x67,0x67,0,0x67,1,1
0.018976000,5,0x40C30,hit0,0x00013,DDR,0xDF,0xDF,11970,0xDF,1,1
0.019008000,1,0x43C0F,hit3,0x02D32,DDR,0x82,0x82,158,0x82,1,1
0.019008000,3,0x429C9,hit1,0x01D01,DDR,0x67,0x67,0,0x67,1,1
0.019008000,5,0x40C31,hit0,0x00014,DDR,0x08,0x08,-15120,0x08,1,1
0.019040000,1,0x43C10,hit3,0x02D33,DDR,0x87,0x87,553,0x87,1,1
0.019040000,3,0x429CA,hit1,0x01D02,DDR,0x7C,0x7C,0,0x7C,1,1
0.019040000,5,0x40C31,hit0,0x00014,DDR,0x08,0x08,-15120,0x08,1,1
0.019072000,1,0x43C10,hit3,0x02D33,DDR,0x87,0x87,553,0x87,1,1
0.019072000,3,0x429CA,hit1,0x01D02,DDR,0x7C,0x7C,0,0x7C,1,1
0.019072000,5,0x40C32,hit0,0x00015,DDR,0x51,0x51,-5922,0x51,1,1
0.019104000,1,0x43C11,hit3,0x02D34,DDR,0x83,0x83,237,0x83,1,1
0.019104000,3,0x429CB,hit1,0x01D03,DDR,0x71,0x71,0,0x71,1,1
0.019104000,5,0x40C32,hit0,0x00015,DDR,0x51,0x51,-5922,0x51,1,1
0.019136000,1,0x43C11,hit3,0x02D34,DDR,0x83,0x83,237,0x83,1,1
0.019136000,3,0x429CC,hit1,0x01D04,DDR,0x5E,0x5E,0,0x5E,1,1
0.019136000,5,0x40C33,hit0,0x00016,DDR,0xB5,0xB5,6678,0xB5,1,1
0.019168000,1,0x43C12,hit3,0x02D35,DDR,0x8C,0x8C,948,0x8C,1,1
0.019168000,3,0x429CC,hit1,0x01D04,DDR,0x5E,0x5E,0,0x5E,1,1
0.019168000,5,0x40C33,hit0,0x00016,DDR,0xB5,0xB5,6678,0xB5,1,1
0.019200000,1,0x43C13,hit3,0x02D36,DDR,0x76,0x76,-790,0x76,1,1
0.019200000,3,0x429CD,hit1,0x01D05,DDR,0x67,0x67,0,0x67,1,1
0.019200000,5,0x40C33,hit0,0x00016,DDR,0xB5,0xB5,6678,0xB5,1,1
0.019232000,1,0x43C13,hit3,0x02D36,DDR,0x76,0x76,-790,0x76,1,1
0.019232000,3,0x429CD,hit1,0x01D05,DDR,0x67,0x67,0,0x67,1,1
0.019232000,5,0x40C34,hit0,0x00017,DDR,0x49,0x49,-6930,0x49,1,1
0.019264000,1,0x43C14,hit3,0x02D37,DDR,0x90,0x90,1264,0x90,1,1
0.019264000,3,0x429CE,hit1,0x01D06,DDR,0x67,0x67,0,0x67,1,1
0.019264000,5,0x40C34,hit0,0x00017,DDR,0x49,0x49,-6930,0x49,1,1
0.019296000,1,0x43C14,hit3,0x02D37,DDR,0x90,0x90,1264,0x90,1,1
0.019296000,3,0x429CE,hit1,0x01D06,DDR,0x67,0x67,0,0x67,1,1
0.019296000,5,0x40C35,hit0,0x00018,DDR,0x84,0x84,504,0x84,1,1
0.019328000,1,0x43C15,hit3,0x02D38,DDR,0x85,0x85,395,0x85,1,1
0.019328000,3,0x429CF,hit1,0x01D07,DDR,0x76,0x76,0,0x76,1,1
0.019328000,5,0x40C35,hit0,0x00018,DDR,0x84,0x84,504,0x84,1,1
0.019360000,1,0x43C15,hit3,0x02D38,DDR,0x85,0x85,395,0x85,1,1
0.019360000,3,0x429CF,hit1,0x01D07,DDR,0x76,0x76,0,0x76,1,1
0.019360000,5,0x40C36,hit0,0x00019,DDR,0x1F,0x1F,-12222,0x1F,1,1
0.019392000,1,0x43C16,hit3,0x02D39,DDR,0x85,0x85,395,0x85,1,1
0.019392000,3,0x429D0,hit1,0x01D08,DDR,0x5A,0x5A,0,0x5A,1,1
0.019392000,5,0x40C36,hit0,0x00019,DDR,0x1F,0x1F,-12222,0x1F,1,1
0.019424000,1,0x43C16,hit3,0x02D39,DDR,0x85,0x85,395,0x85,1,1
0.019424000,3,0x429D0,hit1,0x01D08,DDR,0x5A,0x5A,0,0x5A,1,1
0.019424000,5,0x40C37,hit0,0x0001A,DDR,0xBA,0xBA,7308,0xBA,1,1
0.019456000,1,0x43C17,hit3,0x02D3A,DDR,0x7A,0x7A,-474,0x7A,1,1
0.019456000,3,0x429D1,hit1,0x01D09,DDR,0x6A,0x6A,0,0x6A,1,1
0.019456000,5,0x40C37,hit0,0x0001A,DDR,0xBA,0xBA,7308,0xBA,1,1
0.019488000,1,0x43C18,hit3,0x02D3B,DDR,0x81,0x81,79,0x81,1,1
0.019488000,3,0x429D1,hit1,0x01D09,DDR,0x6A,0x6A,0,0x6A,1,1
0.019488000,5,0x40C38,hit0,0x0001B,DDR,0x6F,0x6F,-2142,0x6F,1,1
0.019520000,1,0x43C18,hit3,0x02D3B,DDR,0x81,0x81,79,0x81,1,1
0.019520000,3,0x429D2,hit1,0x01D0A,DDR,0x85,0x85,0,0x85,1,1
0.019520000,5,0x40C38,hit0,0x0001B,DDR,0x6F,0x6F,-2142,0x6F,1,1
0.019552000,1,0x43C19,hit3,0x02D3C,DDR,0x8D,0x8D,1027,0x8D,1,1
0.019552000,3,0x429D2,hit1,0x01D0A,DDR,0x85,0x85,0,0x85,1,1
0.019552000,5,0x40C39,hit0,0x0001C,DDR,0x2D,0x2D,-10458,0x2D,1,1
0.019584000,1,0x43C19,hit3,0x02D3C,DDR,0x8D,0x8D,1027,0x8D,1,1
0.019584000,3,0x429D3,hit1,0x01D0B,DDR,0x37,0x37,0,0x37,1,1
0.019584000,5,0x40C39,hit0,0x0001C,DDR,0x2D,0x2D,-10458,0x2D,1,1
0.019616000,1,0x43C1A,hit3,0x02D3D,DDR,0x82,0x82,158,0x82,1,1
0.019616000,3,0x429D3,hit1,0x01D0B,DDR,0x37,0x37,0,0x37,1,1
0.019616000,5,0x40C3A,hit0,0x0001D,DDR,0x9A,0x9A,3276,0x9A,1,1
0.019648000,1,0x43C1A,hit3,0x02D3D,DDR,0x82,0x82,158,0x82,1,1
0.019648000,3,0x429D4,hit1,0x01D0C,DDR,0x68,0x68,0,0x68,1,1
0.019648000,5,0x40C3A,hit0,0x0001D,DDR,0x9A,0x9A,3276,0x9A,1,1
0.019680000,1,0x43C1B,hit3,0x02D3E,DDR,0x7D,0x7D,-237,0x7D,1,1
0.019680000,3,0x429D4,hit1,0x01D0C,DDR,0x68,0x68,0,0x68,1,1
0.019680000,5,0x40C3B,hit0,0x0001E,DDR,0x51,0x51,-5922,0x51,1,1
0.019712000,1,0x43C1C,hit3,0x02D3F,DDR,0x77,0x77,-711,0x77,1,1
0.019712000,3,0x429D5,hit1,0x01D0D,DDR,0x8E,0x8E,0,0x8E,1,1
0.019712000,5,0x40C3B,hit0,0x0001E,DDR,0x51,0x51,-5922,0x51,1,1
0.019744000,1,0x43C1C,hit3,0x02D3F,DDR,0x77,0x77,-711,0x77,1,1
0.019744000,3,0x429D5,hit1,0x01D0D,DDR,0x8E,0x8E,0,0x8E,1,1
0.019744000,5,0x40C3B,hit0,0x0001E,DDR,0x51,0x51,-5922,0x51,1,1
0.019776000,1,0x43C1D,hit3,0x02D40,DDR,0x8C,0x8C,948,0x8C,1,1
0.019776000,3,0x429D6,hit1,0x01D0E,DDR,0x77,0x77,0,0x77,1,1
0.019776000,5,0x40C3C,hit0,0x0001F,DDR,0x4C,0x4C,-6552,0x4C,1,1
0.019808000,1,0x43C1D,hit3,0x02D40,DDR,0x8C,0x8C,948,0x8C,1,1
0.019808000,3,0x429D6,hit1,0x01D0E,DDR,0x77,0x77,0,0x77,1,1
0.019808000,5,0x40C3C,hit0,0x0001F,DDR,0x4C,0x4C,-6552,0x4C,1,1
0.019840000,1,0x43C1E,hit3,0x02D41,DDR,0x82,0x82,158,0x82,1,1
0.019840000,3,0x429D7,hit1,0x01D0F,DDR,0x72,0x72,0,0x72,1,1
0.019840000,5,0x40C3D,hit0,0x00020,DDR,0xA6,0xA6,4788,0xA6,1,1
0.019872000,1,0x43C1E,hit3,0x02D41,DDR,0x82,0x82,158,0x82,1,1
0.019872000,3,0x429D7,hit1,0x01D0F,DDR,0x72,0x72,0,0x72,1,1
0.019872000,5,0x40C3D,hit0,0x00020,DDR,0xA6,0xA6,4788,0xA6,1,1
0.019904000,1,0x43C1F,hit3,0x02D42,DDR,0x72,0x72,-1106,0x72,1,1
0.019904000,3,0x429D8,hit1,0x01D10,DDR,0x68,0x68,0,0x68,1,1
0.019904000,5,0x40C3E,hit0,0x00021,DDR,0x62,0x62,-3780,0x62,1,1
0.019936000,1,0x43C1F,hit3,0x02D42,DDR,0x72,0x72,-1106,0x72,1,1
0.019936000,3,0x429D8,hit1,0x01D10,DDR,0x68,0x68,0,0x68,1,1
0.019936000,5,0x40C3E,hit0,0x00021,DDR,0x62,0x62,-3780,0x62,1,1
0.019968000,1,0x43C20,hit3,0x02D43,DDR,0x8A,0x8A,790,0x8A,1,1
0.019968000,3,0x429D9,hit1,0x01D11,DDR,0xD9,0xD9,0,0xD9,1,1
0.019968000,5,0x40C3F,hit0,0x00022,DDR,0x4B,0x4B,-6678,0x4B,1,1
0.020000000,1,0x43C21,hit3,0x02D44,DDR,0x7D,0x7D,-237,0x7D,1,1
0.020000000,3,0x429D9,hit1,0x01D11,DDR,0xD9,0xD9,0,0xD9,1,1
0.020000000,5,0x40C3F,hit0,0x00022,DDR,0x4B,0x4B,-6678,0x4B,1,1
0.020032000,1,0x43C21,hit3,0x02D44,DDR,0x7D,0x7D,-237,0x7D,1,1
0.020032000,3,0x429DA,hit1,0x01D12,DDR,0xBB,0xBB,0,0xBB,1,1
0.020032000,5,0x40C40,hit0,0x00023,DDR,0x66,0x66,-3276,0x66,1,1
0.020064000,1,0x43C22,hit3,0x02D45,DDR,0x7B,0x7B,-395,0x7B,1,1
0.020064000,3,0x429DA,hit1,0x01D12,DDR,0xBB,0xBB,0,0xBB,1,1
0.020064000,5,0x40C40,hit0,0x00023,DDR,0x66,0x66,-3276,0x66,1,1
0.020096000,1,0x43C22,hit3,0x02D45,DDR,0x7B,0x7B,-395,0x7B,1,1
0.020096000,3,0x429DB,hit1,0x01D13,DDR,0x41,0x41,0,0x41,1,1
0.020096000,5,0x40C41,hit0,0x00024,DDR,0x83,0x83,378,0x83,1,1
0.020128000,1,0x43C23,hit3,0x02D46,DDR,0x8B,0x8B,869,0x8B,1,1
0.020128000,3,0x429DB,hit1,0x01D13,DDR,0x41,0x41,0,0x41,1,1
0.020128000,5,0x40C41,hit0,0x00024,DDR,0x83,0x83,378,0x83,1,1
0.020160000,1,0x43C23,hit3,0x02D46,DDR,0x8B,0x8B,869,0x8B,1,1
